"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.054782583E1,-9.073548317E-1,-2.310841829E-1,-2.123708725E-1,9.601010768E-1
1.055237838E1,-8.755549788E-1,-2.451071739E-1,-2.372236252E-1,9.396537107E-1
1.055693182E1,-8.163629770E-1,-2.624183893E-1,-3.144855499E-1,9.133526605E-1
1.056148589E1,-7.607692480E-1,-2.946824133E-1,-3.915081024E-1,9.049232938E-1
1.056603927E1,-6.988720298E-1,-3.173820376E-1,-4.802522659E-1,9.054257069E-1
1.057059182E1,-6.087252498E-1,-3.371606171E-1,-5.233745575E-1,8.707150159E-1
1.057514526E1,-5.472831130E-1,-3.774420023E-1,-5.759305954E-1,8.795892914E-1
1.057969938E1,-4.781586230E-1,-4.162048995E-1,-6.212234497E-1,8.875701446E-1
1.058425271E1,-3.889024854E-1,-4.602477252E-1,-6.139097214E-1,8.602082642E-1
1.058880531E1,-3.244448900E-1,-4.733407795E-1,-6.258039474E-1,8.490857206E-1
1.059335870E1,-2.605825663E-1,-5.128285885E-1,-6.162939072E-1,8.430389167E-1
1.059791281E1,-2.016479969E-1,-5.332216620E-1,-5.663461685E-1,8.035765291E-1
1.060246620E1,-1.904790998E-1,-5.489888191E-1,-4.951543808E-1,7.634453954E-1
1.060701875E1,-1.647145152E-1,-5.531786084E-1,-4.601287842E-1,7.381435784E-1
1.061157219E1,-1.649473310E-1,-5.459656119E-1,-3.943223953E-1,6.933802873E-1
1.061612630E1,-1.886986494E-1,-5.300734639E-1,-3.455810547E-1,6.603115347E-1
1.062067964E1,-2.526106834E-1,-5.273418427E-1,-3.330087662E-1,6.729014896E-1
1.062523224E1,-3.112270236E-1,-4.783276320E-1,-3.350515366E-1,6.617545737E-1
1.062978562E1,-3.838933706E-1,-4.577616751E-1,-3.636207581E-1,6.993853923E-1
1.063433974E1,-4.372440577E-1,-3.893468380E-1,-3.947706223E-1,7.061282960E-1
1.063889313E1,-5.196539164E-1,-3.405449688E-1,-4.547309875E-1,7.699294381E-1
1.064344568E1,-5.694493055E-1,-3.018748760E-1,-5.266895294E-1,8.323477715E-1
1.064799911E1,-6.469112039E-1,-2.683837414E-1,-6.655502319E-1,9.661682305E-1
1.065255323E1,-6.879775524E-1,-2.398964167E-1,-8.066520691E-1,1.086991704E0
1.065710656E1,-7.193167210E-1,-1.993439645E-1,-9.977607727E-1,1.246066259E0
1.066165917E1,-7.459974289E-1,-1.586464345E-1,-1.169479370E0,1.396195850E0
1.066621255E1,-7.610186338E-1,-1.150959432E-1,-1.288365364E0,1.500760390E0
1.067076667E1,-7.552232146E-1,-6.881627440E-2,-1.387905121E0,1.581574661E0
1.067532005E1,-7.648191452E-1,1.125557721E-2,-1.460930824E0,1.649058485E0
1.067987260E1,-7.828949094E-1,5.814439431E-2,-1.469215393E0,1.665802834E0
1.068442604E1,-7.809255719E-1,8.850467205E-2,-1.474966049E0,1.671287729E0
1.068898016E1,-7.923946381E-1,1.046333835E-1,-1.466241837E0,1.669940876E0
1.069353349E1,-7.693808675E-1,1.303222477E-1,-1.438291550E0,1.636341465E0
1.069808609E1,-7.309356332E-1,1.175942719E-1,-1.393539429E0,1.577988419E0
1.070263948E1,-6.961427927E-1,1.283516735E-1,-1.327239990E0,1.504212396E0
1.070719359E1,-6.985108256E-1,1.313925982E-1,-1.227464676E0,1.418397306E0
1.071174698E1,-6.830271482E-1,9.794238210E-2,-1.132497787E0,1.326148572E0
1.071629953E1,-7.021793127E-1,8.513233066E-2,-1.080581665E0,1.291495271E0
1.072085297E1,-7.293602228E-1,1.024522930E-1,-1.004769325E0,1.245802634E0
1.072540708E1,-7.643942833E-1,9.251354635E-2,-9.242248535E-1,1.202933480E0
1.072996042E1,-7.975990772E-1,8.393132687E-2,-8.748111725E-1,1.186803835E0
1.073451302E1,-8.264212012E-1,7.693038881E-2,-8.564977646E-1,1.192677118E0
1.073906641E1,-8.672626019E-1,7.875689864E-2,-8.549346924E-1,1.220352571E0
1.074362052E1,-8.411335349E-1,4.171846062E-2,-8.438205719E-1,1.192174153E0
1.074817391E1,-8.269232512E-1,3.301443160E-2,-8.542356491E-1,1.189374020E0
1.075272646E1,-8.437926173E-1,2.886805683E-2,-8.240118027E-1,1.179752006E0
1.075727990E1,-8.176770210E-1,2.698465437E-2,-8.463935852E-1,1.177160135E0
1.076183401E1,-7.915381193E-1,1.100973040E-2,-8.281192780E-1,1.145615707E0
1.076638734E1,-7.460365295E-1,3.363379091E-2,-7.955455780E-1,1.091143667E0
1.077093995E1,-7.265501022E-1,8.759915829E-3,-7.606439590E-1,1.051917782E0
1.077549333E1,-6.755278111E-1,3.572739661E-3,-6.995325089E-1,9.724691866E-1
1.078004745E1,-6.647026539E-1,3.222546726E-2,-6.313638687E-1,9.173267867E-1
1.078460083E1,-6.676781178E-1,3.493884206E-2,-5.418128967E-1,8.605672587E-1
1.078915338E1,-6.652083397E-1,5.921044946E-2,-4.763298035E-1,8.203036597E-1
1.079370682E1,-6.763085127E-1,9.290789068E-2,-4.229440689E-1,8.030608731E-1
1.079826094E1,-6.723940372E-1,1.120651439E-1,-3.696870804E-1,7.754617174E-1
1.080281427E1,-6.893872023E-1,1.404229999E-1,-3.332824707E-1,7.784924783E-1
1.080736688E1,-6.964147091E-1,1.491311491E-1,-3.136920929E-1,7.782263654E-1
1.081192031E1,-6.863222122E-1,1.669320613E-1,-2.941646576E-1,7.651387703E-1
1.081647438E1,-6.614670753E-1,2.079827487E-1,-3.057756424E-1,7.578220497E-1
1.082102776E1,-6.267587543E-1,2.126689851E-1,-2.719993591E-1,7.155685045E-1
1.082558031E1,-5.991041064E-1,2.288329601E-1,-2.526216507E-1,6.892807500E-1
1.083013375E1,-5.762703419E-1,2.566197217E-1,-2.428302765E-1,6.759495038E-1
1.083468786E1,-5.511382818E-1,2.459841520E-1,-2.569456100E-1,6.559593396E-1
1.083924125E1,-5.404958725E-1,2.926141918E-1,-2.734212875E-1,6.726946216E-1
1.084379380E1,-5.298761725E-1,3.176243901E-1,-3.161621094E-1,6.939830624E-1
1.084834719E1,-5.454022884E-1,3.524293303E-1,-2.991151810E-1,7.149405434E-1
1.085290130E1,-5.368539095E-1,3.540598452E-1,-2.892665863E-1,7.051564735E-1
1.085745469E1,-5.520572662E-1,3.372278214E-1,-2.722692490E-1,7.018691991E-1
1.086200729E1,-5.489871502E-1,3.329944611E-1,-2.487297058E-1,6.885772787E-1
1.086656068E1,-5.341395736E-1,3.342029750E-1,-2.277479172E-1,6.699744968E-1
1.087111479E1,-5.337679982E-1,3.310483992E-1,-1.570968628E-1,6.474416907E-1
1.087566818E1,-5.002391338E-1,3.330045342E-1,-7.041645050E-2,6.050534583E-1
1.088022073E1,-5.099799633E-1,3.185592890E-1,1.556682587E-2,6.014997171E-1
1.088477417E1,-4.985066652E-1,3.115834594E-1,7.712650299E-2,5.929094745E-1
1.088932828E1,-4.872426987E-1,3.002556860E-1,1.239471436E-1,5.855952688E-1
1.089388161E1,-4.716043472E-1,2.796482444E-1,1.751480103E-1,5.755785145E-1
1.089843422E1,-4.444001019E-1,2.689267993E-1,2.378034592E-1,5.712823813E-1
1.090298760E1,-3.938620985E-1,2.276708931E-1,3.070678711E-1,5.488643417E-1
1.090754172E1,-3.653796613E-1,1.705280244E-1,3.615427017E-1,5.415673820E-1
1.091209510E1,-3.352042437E-1,7.875699550E-2,4.013671875E-1,5.288290541E-1
1.091664766E1,-2.867405415E-1,1.207371801E-2,4.527654648E-1,5.360620103E-1
1.092120109E1,-2.579442263E-1,-7.470000535E-2,5.156278610E-1,5.813668426E-1
1.092575521E1,-1.963395476E-1,-1.507128477E-1,5.803585052E-1,6.309354761E-1
1.093030854E1,-1.922047138E-1,-2.115744650E-1,6.777753830E-1,7.355853969E-1
1.093486115E1,-2.092480659E-1,-2.411705852E-1,7.719926834E-1,8.354164874E-1
1.093941458E1,-2.424376607E-1,-2.661816478E-1,8.796329498E-1,9.504645261E-1
1.094396870E1,-3.035022020E-1,-2.751020193E-1,9.483795166E-1,1.033062639E0
1.094852203E1,-3.423210382E-1,-3.039216995E-1,9.666824341E-1,1.069591988E0
1.095307464E1,-3.991405964E-1,-3.052199483E-1,9.823961258E-1,1.103437620E0
1.095762802E1,-4.974822998E-1,-3.243076503E-1,9.694299698E-1,1.136863473E0
1.096218214E1,-6.157500148E-1,-2.304570973E-1,8.734607697E-1,1.093248494E0
1.096673552E1,-7.375500202E-1,-8.353365213E-2,7.545356750E-1,1.058433743E0
1.097128807E1,-8.161127567E-1,3.836712241E-2,6.129112244E-1,1.021358036E0
1.097584151E1,-8.404887915E-1,1.335588545E-1,4.939126968E-1,9.839761828E-1
1.098039562E1,-7.947452068E-1,1.125659198E-1,3.570299149E-1,8.784995106E-1
1.098494896E1,-7.222362161E-1,5.260362476E-2,2.617416382E-1,7.700006353E-1
1.098950156E1,-6.255605817E-1,-3.387998790E-2,2.338037491E-1,6.686838476E-1
1.099405500E1,-4.809739590E-1,-1.014766842E-1,2.346773148E-1,5.447080950E-1
1.099860911E1,-4.027763009E-1,-1.526658833E-1,2.807350159E-1,5.141476146E-1
1.100316245E1,-3.190617561E-1,-1.780906320E-1,4.000673294E-1,5.418215070E-1
1.100771505E1,-2.724279761E-1,-2.159494460E-1,4.805297852E-1,5.930936181E-1
1.101226844E1,-2.505421638E-1,-2.447802275E-1,5.414247513E-1,6.448484294E-1
1.101682255E1,-2.765965462E-1,-2.789925337E-1,6.872987747E-1,7.916578105E-1
1.102137594E1,-2.881127000E-1,-3.449305296E-1,8.462305069E-1,9.581712107E-1
1.102592849E1,-2.466433048E-1,-4.093933105E-1,9.658594131E-1,1.077645679E0
1.103048193E1,-1.784594655E-1,-5.033907294E-1,1.060726166E0,1.187598420E0
1.103503604E1,-1.928234100E-1,-6.006661057E-1,1.140523911E0,1.303370795E0
1.103958943E1,-1.715034842E-1,-6.992938519E-1,1.228312492E0,1.423789632E0
1.104414198E1,-1.656721830E-1,-8.122041225E-1,1.339811325E0,1.575505378E0
1.104869542E1,-1.274515390E-1,-9.133957624E-1,1.417619705E0,1.691207067E0
1.105324953E1,-1.548535228E-1,-1.036648273E0,1.473714828E0,1.808439839E0
1.105780286E1,-1.643031836E-1,-1.139106512E0,1.500958443E0,1.891410962E0
1.106235547E1,-2.059917450E-1,-1.232875347E0,1.480259895E0,1.937416728E0
1.106690891E1,-2.868676782E-1,-1.263143778E0,1.425995827E0,1.926470702E0
1.107146297E1,-3.325002789E-1,-1.258811355E0,1.371630669E0,1.891172428E0
1.107601635E1,-3.663757145E-1,-1.196073532E0,1.278887749E0,1.788959735E0
1.108056896E1,-3.787189722E-1,-1.101401806E0,1.104777336E0,1.605318336E0
1.108512234E1,-4.268574715E-1,-9.819135666E-1,9.641141891E-1,1.440790659E0
1.108967646E1,-4.391698241E-1,-8.945195675E-1,7.899732590E-1,1.271649771E0
1.109422984E1,-4.492808580E-1,-7.553924322E-1,5.895900726E-1,1.058341849E0
1.109878245E1,-5.051140189E-1,-6.217038631E-1,3.893127441E-1,8.906291475E-1
1.110333583E1,-5.109642148E-1,-4.716229439E-1,1.724319458E-1,7.164114781E-1
1.110788995E1,-5.628913045E-1,-3.288735151E-1,-2.274608612E-2,6.523203155E-1
1.111244333E1,-5.896580219E-1,-1.791759729E-1,-1.985950470E-1,6.474879186E-1
1.111699589E1,-5.870304108E-1,-8.213457465E-2,-3.264141083E-1,6.766808418E-1
1.112154932E1,-5.604395270E-1,1.249212027E-2,-4.277276993E-1,7.051237489E-1
1.112610344E1,-5.463925004E-1,5.694931746E-2,-4.953603745E-1,7.397093279E-1
1.113065682E1,-5.260989070E-1,9.659466147E-2,-5.604085922E-1,7.747053497E-1
1.113520938E1,-5.285304785E-1,1.315416694E-1,-5.917949677E-1,8.042816430E-1
1.113976281E1,-5.134776235E-1,1.545123458E-1,-6.110591888E-1,8.129739646E-1
1.114431693E1,-5.121489763E-1,1.989761889E-1,-6.038780212E-1,8.164292757E-1
1.114887031E1,-5.032492876E-1,2.122198045E-1,-5.846290588E-1,8.000551402E-1
1.115342286E1,-4.916263223E-1,2.037295699E-1,-5.461673737E-1,7.625621145E-1
1.115797630E1,-4.486036301E-1,1.709200740E-1,-4.718084335E-1,6.730988683E-1
1.116253042E1,-4.362967312E-1,1.303899884E-1,-3.759536743E-1,5.905061829E-1
1.116708380E1,-4.259901941E-1,7.470291853E-2,-3.064413071E-1,5.300513618E-1
1.117163635E1,-4.105045199E-1,1.329392195E-3,-2.250165939E-1,4.681326689E-1
1.117618979E1,-3.848866820E-1,-6.818851829E-2,-1.412639618E-1,4.156235544E-1
1.118074391E1,-3.562005162E-1,-1.267902255E-1,-9.343528748E-2,3.894672284E-1
1.118529724E1,-3.292205334E-1,-2.223309875E-1,-3.608322144E-2,3.988975137E-1
1.118984984E1,-2.633101344E-1,-3.068475723E-1,2.600669861E-2,4.051715783E-1
1.119440328E1,-1.871410906E-1,-4.233149886E-1,1.071701050E-1,4.750818864E-1
1.119895740E1,-9.583094716E-2,-5.572925806E-1,1.404685974E-1,5.826577192E-1
1.120351073E1,-3.213468194E-2,-6.823548079E-1,1.833076477E-1,7.072781739E-1
1.120806333E1,4.978772998E-2,-7.816071510E-1,2.524023056E-1,8.228581169E-1
1.121261677E1,9.545058012E-2,-8.240682483E-1,2.736091614E-1,8.735337797E-1
1.121717088E1,1.341411173E-1,-8.648810387E-1,3.162612915E-1,9.306096147E-1
1.122172427E1,1.592593193E-1,-8.705307245E-1,3.468551636E-1,9.505239490E-1
1.122627682E1,1.594378054E-1,-8.411086798E-1,3.438653946E-1,9.225657888E-1
1.123083026E1,1.472696662E-1,-8.171218634E-1,2.858018875E-1,8.780997740E-1
1.123538438E1,1.590109468E-1,-7.887232304E-1,1.846733093E-1,8.255138076E-1
1.123993776E1,1.638982296E-1,-7.438566685E-1,2.857494354E-2,7.622348065E-1
1.124449031E1,1.357627809E-1,-6.847654581E-1,-1.298494339E-1,7.100677015E-1
1.124904375E1,1.057119668E-1,-6.063072681E-1,-3.144741058E-1,6.911421609E-1
1.125359786E1,8.569279313E-2,-5.416941643E-1,-5.419826508E-1,7.710518894E-1
1.125815125E1,7.312843204E-2,-4.523971975E-1,-7.549371719E-1,8.831427548E-1
1.126270380E1,5.111095309E-2,-3.788569570E-1,-9.796257019E-1,1.051575694E0
1.126725724E1,1.937282085E-2,-3.113436401E-1,-1.161038399E0,1.202214761E0
1.127181135E1,6.098330021E-3,-2.425762713E-1,-1.335045815E0,1.356918481E0
1.127636474E1,-1.803898811E-2,-1.940731704E-1,-1.458608627E0,1.471573623E0
1.128091729E1,-6.303456426E-2,-1.061824560E-1,-1.591514587E0,1.596297827E0
1.128547073E1,-8.367201686E-2,-1.503178477E-2,-1.705074310E0,1.707192246E0
1.129002484E1,-1.184464991E-1,7.681028545E-2,-1.794526100E0,1.800070365E0
1.129457823E1,-1.247783452E-1,1.354352087E-1,-1.855118752E0,1.864236550E0
1.129913078E1,-1.222160161E-1,1.653815806E-1,-1.891668320E0,1.902812879E0
1.130368422E1,-1.065453440E-1,2.068629116E-1,-1.904208183E0,1.918372482E0
1.130823833E1,-8.307538927E-2,2.452986538E-1,-1.899939537E0,1.917509633E0
1.131279172E1,-7.611784339E-2,2.758583724E-1,-1.890834808E0,1.912367130E0
1.131734432E1,-6.670632958E-2,3.080578148E-1,-1.900803566E0,1.926759857E0
1.132189771E1,-8.118990064E-2,3.252790272E-1,-1.903540611E0,1.932838613E0
1.132645188E1,-6.224244088E-2,3.323807716E-1,-1.884722710E0,1.914818736E0
1.133100521E1,-5.514884740E-2,3.486134112E-1,-1.906515121E0,1.938910161E0
1.133555781E1,-4.771679640E-2,3.549104929E-1,-1.854164124E0,1.888428698E0
1.134011125E1,-4.422165453E-2,3.466742635E-1,-1.825750351E0,1.858898315E0
1.134466536E1,-4.459797591E-2,3.646122813E-1,-1.787787437E0,1.825134246E0
1.134921875E1,-4.161389172E-2,3.465617597E-1,-1.716390610E0,1.751523193E0
1.135377130E1,-6.481021643E-3,2.999645472E-1,-1.673733711E0,1.700413264E0
1.135832474E1,-1.309709251E-2,2.991107702E-1,-1.616764069E0,1.644252061E0
1.136287885E1,1.534524560E-2,2.700279653E-1,-1.552669525E0,1.576049883E0
1.136743224E1,-2.168014646E-3,2.558286488E-1,-1.512532234E0,1.534016544E0
1.137198484E1,3.979921341E-2,2.516599000E-1,-1.419849396E0,1.442528679E0
1.137653823E1,4.552544653E-2,2.454493046E-1,-1.346385956E0,1.369333075E0
1.138109234E1,5.818638206E-2,2.610434890E-1,-1.256272316E0,1.284425743E0
1.138564573E1,5.638046563E-2,2.601812780E-1,-1.180599213E0,1.210242767E0
1.139019833E1,7.597701252E-2,2.666732073E-1,-1.116962433E0,1.150865840E0
1.139475177E1,8.610223234E-2,2.757846117E-1,-1.065350533E0,1.103830831E0
1.139930588E1,1.132797897E-1,2.778411508E-1,-9.946861267E-1,1.038955488E0
1.140385927E1,1.574315727E-1,2.634578645E-1,-9.241065979E-1,9.737390568E-1
1.140841182E1,1.803524643E-1,2.879523635E-1,-8.846769333E-1,9.476797198E-1
1.141296526E1,2.321973443E-1,2.866354883E-1,-8.644094467E-1,9.398293470E-1
1.141751938E1,2.725244164E-1,3.099451065E-1,-8.298254013E-1,9.267932473E-1
1.142207276E1,3.207445443E-1,3.362812698E-1,-8.048477173E-1,9.293772125E-1
1.142662536E1,3.243281245E-1,3.513550162E-1,-7.822942734E-1,9.168551739E-1
1.143117875E1,3.310715556E-1,3.575677276E-1,-7.430438995E-1,8.885816177E-1
1.143573286E1,3.575895727E-1,3.407576084E-1,-7.253475189E-1,8.775620054E-1
1.144028625E1,3.297202885E-1,3.345785737E-1,-7.028875351E-1,8.454047419E-1
1.144483885E1,3.072260022E-1,3.244573772E-1,-7.401952744E-1,8.646094206E-1
1.144939229E1,2.685409784E-1,3.006764650E-1,-7.200946808E-1,8.252617421E-1
1.145394641E1,2.277498990E-1,3.131632209E-1,-6.569967270E-1,7.626178064E-1
1.145849979E1,1.821333319E-1,2.947899997E-1,-6.130847931E-1,7.042348032E-1
1.146305234E1,1.601019800E-1,2.907281220E-1,-5.453186035E-1,6.383790913E-1
1.146760578E1,1.183900684E-1,2.745095193E-1,-4.919672012E-1,5.756764817E-1
1.147215990E1,6.874954700E-2,2.698823512E-1,-4.315023422E-1,5.135730279E-1
1.147671328E1,6.860190630E-2,2.648828626E-1,-3.758831024E-1,4.649271546E-1
1.148126589E1,5.813932419E-2,2.447841316E-1,-3.537902832E-1,4.341278805E-1
1.148581932E1,9.233833849E-2,2.217234969E-1,-2.839250565E-1,3.718885794E-1
1.149037344E1,8.988384902E-2,2.386640757E-1,-2.213172913E-1,3.376699435E-1
1.149492682E1,1.058973819E-1,2.334201038E-1,-2.041940689E-1,3.277108758E-1
1.149947938E1,9.505678713E-2,2.514812648E-1,-1.631965637E-1,3.145023653E-1
1.150403281E1,7.679165900E-2,2.737027705E-1,-1.365976334E-1,3.153871889E-1
1.150858693E1,6.566917896E-2,3.049683571E-1,-1.315488815E-1,3.385605531E-1
1.151314031E1,3.783781826E-2,3.213684857E-1,-1.121778488E-1,3.424810562E-1
1.151769292E1,6.239956617E-2,3.419851661E-1,-6.894016266E-2,3.544013342E-1
1.152224635E1,6.041885912E-2,3.357433379E-1,-3.054237366E-2,3.425008964E-1
1.152680047E1,5.821341276E-2,3.268513083E-1,-1.370048523E-2,3.322774180E-1
1.153135385E1,6.301113963E-2,3.418813348E-1,-4.466819763E-2,3.504975017E-1
1.153590646E1,2.217149734E-2,3.282834589E-1,-5.407905579E-2,3.334458712E-1
1.154045984E1,4.999518394E-3,3.219967484E-1,-2.761840820E-2,3.232176939E-1
1.154501396E1,1.852214336E-3,3.015057445E-1,1.316261292E-2,3.017986067E-1
1.154956734E1,-4.069119692E-3,2.811143398E-1,3.717899323E-2,2.835914444E-1
1.155411995E1,-1.042515039E-2,2.704400122E-1,6.118488312E-2,2.774708523E-1
1.155867338E1,-3.878021240E-2,2.670277655E-1,1.186370850E-1,2.947583593E-1
1.156322750E1,-6.292992830E-2,2.756499052E-1,1.545343399E-1,3.222171757E-1
1.156778089E1,-4.219678044E-2,2.461593598E-1,2.095289230E-1,3.260020986E-1
1.157233349E1,-1.965203881E-2,2.167887092E-1,2.334117889E-1,3.191623572E-1
1.157688693E1,2.398142219E-2,1.853114367E-1,2.740192413E-1,3.316654667E-1
1.158144104E1,4.099160433E-2,1.397247314E-1,3.265485764E-1,3.575434029E-1
1.158599443E1,5.542489886E-2,9.444153309E-2,3.503513336E-1,3.670656339E-1
1.159054698E1,6.734228134E-2,5.635464191E-2,3.884773254E-1,3.982781200E-1
1.159510042E1,6.234997511E-2,4.004791379E-3,4.337406158E-1,4.382173885E-1
1.159965453E1,7.876375318E-2,-3.407682478E-2,4.909057617E-1,4.983507055E-1
1.160420792E1,1.093900204E-1,-9.620048106E-2,5.241107941E-1,5.439787069E-1
1.160876052E1,9.919148684E-2,-1.537088305E-1,5.405559540E-1,5.706716175E-1
1.161331396E1,5.344304442E-2,-1.852059513E-1,5.378513336E-1,5.713505583E-1
1.161786807E1,-7.287892699E-2,-1.550360024E-1,5.351247787E-1,5.618772365E-1
1.162242146E1,-2.722710371E-1,-4.403127730E-2,4.965171814E-1,5.679785053E-1
1.162697406E1,-4.826155305E-1,1.694441438E-1,4.412031174E-1,6.754918644E-1
1.163152750E1,-6.664435863E-1,4.022323191E-1,3.668565750E-1,8.605356698E-1
1.163608161E1,-7.884991765E-1,5.378179550E-1,3.046064377E-1,1.001880325E0
1.164063500E1,-7.652682066E-1,5.270236731E-1,2.401227951E-1,9.597126324E-1
1.164518760E1,-6.659042835E-1,4.420468807E-1,1.590633392E-1,8.149448481E-1
1.164974099E1,-5.046192408E-1,3.333804607E-1,1.307535172E-1,6.187726497E-1
1.165429516E1,-3.217235208E-1,2.275563031E-1,1.192703247E-1,4.117199355E-1
1.165884854E1,-1.724800766E-1,1.318405569E-1,1.795825958E-1,2.817467266E-1
1.166340109E1,-7.624435425E-2,6.076325476E-2,3.068513870E-1,3.219676201E-1
1.166795453E1,7.397145033E-3,5.463756621E-2,4.293155670E-1,4.328415847E-1
1.167250865E1,3.082522750E-2,5.106070638E-2,5.517625809E-1,5.549768788E-1
1.167706203E1,1.129013300E-2,8.786034584E-2,6.885147095E-1,6.941897526E-1
1.168161464E1,-2.698376775E-2,1.141184568E-1,7.917318344E-1,8.003689421E-1
1.168616807E1,-3.635057807E-2,1.461918205E-1,9.522714615E-1,9.641132450E-1
1.169072219E1,-3.875187039E-2,1.213186979E-1,1.091204643E0,1.098611627E0
1.169527557E1,-5.859535933E-2,7.942169905E-3,1.270698547E0,1.272073619E0
1.169982818E1,-6.234604120E-2,-1.418552995E-1,1.397469521E0,1.406033789E0
1.170438161E1,-2.106618881E-2,-2.855447829E-1,1.452424049E0,1.480376718E0
1.170893573E1,5.787849426E-3,-4.333977103E-1,1.509672165E0,1.570661364E0
1.171348911E1,3.036415577E-2,-5.285979509E-1,1.561989784E0,1.649287683E0
1.171804172E1,-2.517879009E-3,-5.953746438E-1,1.635656357E0,1.740646151E0
1.172259516E1,-2.136468887E-2,-6.671978235E-1,1.663733482E0,1.792656823E0
1.172714927E1,-6.185996532E-2,-7.557113767E-1,1.622376442E0,1.790818712E0
1.173170266E1,-1.161783338E-1,-8.533202410E-1,1.502086639E0,1.731449425E0
1.173625526E1,-1.094797850E-1,-9.408203363E-1,1.360270500E0,1.657547756E0
1.174080870E1,-1.533167362E-1,-1.003866673E0,1.254244804E0,1.613810505E0
1.174536281E1,-2.255452275E-1,-9.993478656E-1,1.152859688E0,1.542287997E0
1.174991620E1,-3.280552030E-1,-9.677935839E-1,1.032183647E0,1.452462639E0
1.175446880E1,-4.604685605E-1,-8.471559286E-1,8.515844345E-1,1.286429365E0
1.175902224E1,-5.747814178E-1,-7.521518469E-1,6.374235153E-1,1.141233901E0
1.176357635E1,-6.710824966E-1,-6.251379251E-1,3.873767853E-1,9.955952574E-1
1.176812974E1,-7.495261431E-1,-5.374894142E-1,1.421575546E-1,9.332165236E-1
1.177268234E1,-8.058196306E-1,-4.339989424E-1,-1.149168015E-1,9.224457872E-1
1.177723573E1,-8.523483276E-1,-3.427898884E-1,-3.837575912E-1,9.956266710E-1
1.178178990E1,-8.682495952E-1,-2.587106824E-1,-6.475505829E-1,1.113602413E0
1.178634328E1,-8.376363516E-1,-1.789971590E-1,-8.560419083E-1,1.210984058E0
1.179089583E1,-8.283307552E-1,-8.665454388E-2,-1.021178246E0,1.317742714E0
1.179544932E1,-8.266453743E-1,4.053115845E-3,-1.116687775E0,1.389370573E0
1.180000344E1,-8.142971992E-1,9.779059887E-2,-1.188032150E0,1.443628526E0
1.180455682E1,-7.942656875E-1,1.803759933E-1,-1.232822418E0,1.477580656E0
1.180910938E1,-7.958109379E-1,2.255288959E-1,-1.234344482E0,1.485861579E0
1.181366281E1,-7.691696286E-1,2.784269452E-1,-1.206998825E0,1.458077380E0
1.181821698E1,-7.121660709E-1,3.148878515E-1,-1.155619621E0,1.393481819E0
1.182277036E1,-6.464198828E-1,2.890817523E-1,-1.034860611E0,1.253939157E0
1.182732292E1,-5.765603781E-1,2.818485200E-1,-9.165420532E-1,1.118887748E0
1.183187635E1,-5.287740827E-1,2.807801068E-1,-7.552871704E-1,9.637936546E-1
1.183643052E1,-4.789170325E-1,2.709830403E-1,-6.396102905E-1,8.437384997E-1
1.184098391E1,-4.580572248E-1,2.331971824E-1,-5.431747437E-1,7.478209339E-1
1.184553646E1,-4.399822950E-1,2.007596195E-1,-4.587821960E-1,6.666107921E-1
1.185008990E1,-4.103015959E-1,1.331533194E-1,-3.959627151E-1,5.855456241E-1
1.185464406E1,-3.666434586E-1,4.726853967E-2,-3.570594788E-1,5.139583757E-1
1.185919745E1,-3.159717917E-1,-3.735750914E-2,-3.396263123E-1,4.653813368E-1
1.186375000E1,-2.484588027E-1,-1.225023270E-1,-3.316574097E-1,4.321287240E-1
1.186830349E1,-1.926382780E-1,-2.197242379E-1,-3.641786575E-1,4.669200590E-1
1.187285760E1,-1.434271932E-1,-3.093807697E-1,-3.295783997E-1,4.742464991E-1
1.187741099E1,-6.240135431E-2,-3.767500520E-1,-2.876653671E-1,4.781065719E-1
1.188196359E1,-8.775830269E-3,-4.360798001E-1,-2.336874008E-1,4.948256345E-1
1.188651703E1,-5.806505680E-3,-4.490935802E-1,-1.629114151E-1,4.777644697E-1
1.189107115E1,1.182609797E-2,-4.541434944E-1,-7.301712036E-2,4.601278843E-1
1.189562453E1,-1.723945141E-2,-4.417361319E-1,1.201152802E-2,4.422355546E-1
1.190017714E1,-4.447120428E-2,-3.931050599E-1,3.714179993E-2,3.973522234E-1
1.190473057E1,-9.554737806E-2,-3.608701229E-1,1.003751755E-1,3.865639959E-1
1.190928469E1,-1.104654074E-1,-3.356216848E-1,1.084232330E-1,3.695945332E-1
1.191383807E1,-1.392796636E-1,-3.363555670E-1,9.717655182E-2,3.767985859E-1
1.191839068E1,-1.625667214E-1,-3.748671710E-1,4.273509979E-2,4.108279732E-1
1.192294411E1,-2.041193843E-1,-3.936421573E-1,-3.097057343E-2,4.444975225E-1
1.192749823E1,-2.231647968E-1,-3.876918256E-1,-1.454277039E-1,4.703793100E-1
1.193205161E1,-2.533460259E-1,-3.595401943E-1,-2.623491287E-1,5.121332107E-1
1.193660422E1,-2.828624845E-1,-2.850361466E-1,-3.769283295E-1,5.507556224E-1
1.194115766E1,-3.097144663E-1,-2.358324230E-1,-4.819631577E-1,6.195389154E-1
