"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.753799323E0,3.910622001E-1,1.402825862E-1,-1.050241470E0,1.129431713E0
8.758353437E0,3.164428473E-1,2.286474854E-1,-1.126342773E0,1.192083802E0
8.762906771E0,3.262807131E-1,3.056473136E-1,-1.204763412E0,1.285042515E0
8.767459375E0,3.411611915E-1,3.593398929E-1,-1.242454529E0,1.337613312E0
8.772012760E0,3.464679122E-1,3.945281506E-1,-1.277690887E0,1.381371232E0
8.776566875E0,3.706690073E-1,4.157852530E-1,-1.293732643E0,1.408551398E0
8.781120260E0,3.968949616E-1,4.490233362E-1,-1.269083023E0,1.403466881E0
8.785672812E0,3.869622052E-1,4.915016294E-1,-1.227686882E0,1.377871068E0
8.790226250E0,3.838840127E-1,5.237029791E-1,-1.186286926E0,1.352371405E0
8.794780312E0,3.706435859E-1,5.594800711E-1,-1.111407280E0,1.298314584E0
8.799333698E0,3.470832109E-1,5.675951242E-1,-1.096288681E0,1.282372743E0
8.803886250E0,3.488982320E-1,5.932689905E-1,-1.021359444E0,1.231614057E0
8.808439687E0,3.234319687E-1,5.886864662E-1,-1.003795624E0,1.207793711E0
8.812993802E0,3.280195296E-1,5.756192803E-1,-1.010073662E0,1.207966543E0
8.817547135E0,3.100967705E-1,5.780967474E-1,-1.013884544E0,1.207608267E0
8.822099739E0,3.223263025E-1,5.724242330E-1,-1.041525841E0,1.231397509E0
8.826653125E0,3.216553330E-1,6.068004966E-1,-1.085806847E0,1.284774495E0
8.831207239E0,3.129350841E-1,6.288772821E-1,-1.122820854E0,1.324440136E0
8.835760625E0,3.488583863E-1,6.653512120E-1,-1.147807121E0,1.371807420E0
8.840313177E0,3.865193427E-1,6.685171723E-1,-1.172738075E0,1.404146362E0
8.844866614E0,4.069089293E-1,6.744847298E-1,-1.140271187E0,1.385901478E0
8.849420677E0,4.341703951E-1,6.740211844E-1,-1.134136200E0,1.388910872E0
8.853974062E0,4.781320691E-1,6.839165688E-1,-1.096954346E0,1.378281896E0
8.858526614E0,5.245460272E-1,7.257186174E-1,-1.071787834E0,1.396619206E0
8.863080052E0,5.400633812E-1,7.181878090E-1,-1.013217926E0,1.354279421E0
8.867634166E0,5.535698533E-1,7.427480221E-1,-9.499740601E-1,1.326862812E0
8.872187500E0,5.701757669E-1,7.730181813E-1,-8.916254044E-1,1.310592757E0
8.876740104E0,6.162202954E-1,7.466882467E-1,-8.357725143E-1,1.278978689E0
8.881293489E0,6.392028332E-1,7.378602028E-1,-7.728538513E-1,1.245118876E0
8.885847604E0,6.702171564E-1,7.200608253E-1,-7.506647110E-1,1.237407022E0
8.890400989E0,6.685657501E-1,7.026945949E-1,-7.070131302E-1,1.200261397E0
8.894953541E0,6.629087925E-1,6.928777695E-1,-6.873264313E-1,1.179807312E0
8.899506979E0,6.650933027E-1,6.592574716E-1,-6.748342514E-1,1.154283666E0
8.904061041E0,6.607707739E-1,6.401013136E-1,-6.241178513E-1,1.111697261E0
8.908614427E0,6.592780352E-1,5.898205042E-1,-5.973520279E-1,1.067410511E0
8.913166979E0,6.029769778E-1,5.919873118E-1,-5.825490952E-1,1.026349678E0
8.917720416E0,5.561293364E-1,5.700091720E-1,-5.916357040E-1,9.920801889E-1
8.922274531E0,5.065464377E-1,5.692129731E-1,-6.006793976E-1,9.702620476E-1
8.926827864E0,4.493358731E-1,5.752868652E-1,-6.335811615E-1,9.665830499E-1
8.931380469E0,4.200735986E-1,5.764391422E-1,-6.377363205E-1,9.567923115E-1
8.935933854E0,3.899359405E-1,5.486652255E-1,-6.299095154E-1,9.218837047E-1
8.940487969E0,3.468069434E-1,5.565789938E-1,-6.053400040E-1,8.924638664E-1
8.945041354E0,3.288263083E-1,5.571146011E-1,-6.237926483E-1,8.986771878E-1
8.949593906E0,3.335179687E-1,5.789555311E-1,-6.039686203E-1,9.006674396E-1
8.954147344E0,3.035579324E-1,6.101225615E-1,-5.937099457E-1,9.038188192E-1
8.958701406E0,2.797303498E-1,6.577144265E-1,-5.165348053E-1,8.818421290E-1
8.963254791E0,2.716961205E-1,6.619069576E-1,-4.991874695E-1,8.724263477E-1
8.967807344E0,2.650971413E-1,7.016168833E-1,-4.412193298E-1,8.701823040E-1
8.972360781E0,2.599333525E-1,7.218319774E-1,-4.191608429E-1,8.742439954E-1
8.976914896E0,2.466461957E-1,7.345792055E-1,-3.851699829E-1,8.653304980E-1
8.981468229E0,2.803798914E-1,7.732130289E-1,-3.416481018E-1,8.906147860E-1
8.986020833E0,2.919418812E-1,7.922374606E-1,-3.053369522E-1,8.978312260E-1
8.990574219E0,3.221569061E-1,7.917863131E-1,-2.332143784E-1,8.860584540E-1
8.995128333E0,3.897869289E-1,7.640356421E-1,-1.671466827E-1,8.738548655E-1
8.999681719E0,4.424034357E-1,7.386092544E-1,-1.134824753E-1,8.684139006E-1
9.004234271E0,4.778153300E-1,7.107967138E-1,-4.839324951E-2,8.578352782E-1
9.008787708E0,5.389892459E-1,6.923148036E-1,1.142215729E-2,8.774620562E-1
9.013341771E0,5.828917027E-1,6.640459299E-1,9.448432922E-2,8.886208542E-1
9.017895156E0,6.001238823E-1,6.284990311E-1,1.958551407E-1,8.907968019E-1
9.022447708E0,6.266103387E-1,5.575908422E-1,2.323207855E-1,8.703568299E-1
9.027001146E0,6.528919339E-1,4.825166464E-1,2.589960098E-1,8.521555753E-1
9.031555260E0,6.696442366E-1,4.057940245E-1,2.830753326E-1,8.326006473E-1
9.036108594E0,6.771085262E-1,3.513334394E-1,3.140640259E-1,8.249529406E-1
9.040661198E0,6.706141233E-1,2.952764928E-1,3.471584320E-1,8.108208721E-1
9.045214583E0,6.668847203E-1,2.518185973E-1,3.681001663E-1,8.022752449E-1
9.049768698E0,6.467991471E-1,2.043015957E-1,4.197053909E-1,7.976470986E-1
9.054322083E0,6.510018110E-1,1.386331320E-1,4.518756866E-1,8.044962022E-1
9.058874635E0,6.082628965E-1,8.586990833E-2,4.386720657E-1,7.548447348E-1
9.063428073E0,5.831497312E-1,3.138959408E-3,4.492835999E-1,7.361584171E-1
9.067982187E0,5.734205842E-1,-3.332135081E-2,4.455385208E-1,7.269291935E-1
9.072535521E0,4.913636446E-1,-6.185767055E-2,4.346723557E-1,6.589420759E-1
9.077088073E0,3.593173027E-1,-3.523916006E-2,4.309825897E-1,5.622247905E-1
9.081641510E0,1.372359544E-1,8.404943347E-2,4.178028107E-1,4.477244722E-1
9.086195625E0,-8.667039871E-2,3.119059205E-1,4.141998291E-1,5.256981641E-1
9.090748958E0,-2.681899369E-1,5.338049531E-1,3.750143051E-1,7.053433910E-1
9.095301562E0,-3.727424443E-1,6.479812860E-1,3.788471222E-1,8.380583624E-1
9.099854948E0,-3.920809925E-1,6.530130506E-1,3.683948517E-1,8.460900162E-1
9.104409062E0,-3.128947020E-1,5.808203220E-1,3.508872986E-1,7.472464368E-1
9.108962448E0,-1.383688450E-1,4.700075388E-1,3.548564911E-1,6.049596293E-1
9.113515000E0,1.021171510E-1,3.376715779E-1,3.635063171E-1,5.065440254E-1
9.118068437E0,2.938959897E-1,2.009367943E-1,4.076385498E-1,5.412205053E-1
9.122622552E0,4.547297359E-1,6.999334693E-2,4.880456924E-1,6.707211039E-1
9.127175885E0,5.755044818E-1,8.037984371E-4,5.587568283E-1,8.021316898E-1
9.131728489E0,6.517208815E-1,-4.756286740E-2,6.604261398E-1,9.290667467E-1
9.136281875E0,7.004497051E-1,-4.440000653E-2,8.097572327E-1,1.071591305E0
9.140835989E0,7.123402357E-1,5.051910877E-3,9.756460190E-1,1.208031162E0
9.145389375E0,7.090067863E-1,1.424366236E-2,1.184370041E0,1.380444095E0
9.149941927E0,7.359869480E-1,-3.401236236E-2,1.390489578E0,1.573624763E0
9.154495364E0,7.815088034E-1,-1.283078492E-1,1.527101517E0,1.720249388E0
9.159049427E0,8.268741369E-1,-2.932722270E-1,1.680336952E0,1.895590069E0
9.163602812E0,9.010337591E-1,-4.531290531E-1,1.771315575E0,2.038319562E0
9.168155364E0,9.253055453E-1,-6.441777945E-1,1.833573341E0,2.152474525E0
9.172708802E0,9.046316147E-1,-7.568284273E-1,1.826511383E0,2.174233534E0
9.177262916E0,8.916980624E-1,-8.917714357E-1,1.776503563E0,2.178611172E0
9.181816250E0,8.030724525E-1,-9.677155614E-1,1.645356178E0,2.070892495E0
9.186368854E0,7.062655687E-1,-1.008622050E0,1.430768967E0,1.887651803E0
9.190922239E0,6.013965607E-1,-1.026140809E0,1.171075821E0,1.669149892E0
9.195476354E0,4.885280132E-1,-1.008064032E0,8.997879028E-1,1.436826705E0
9.200029739E0,3.433736265E-1,-9.636492729E-1,5.978059769E-1,1.184861745E0
9.204582291E0,2.016481906E-1,-8.925327659E-1,3.010196686E-1,9.632702486E-1
9.209135729E0,8.462642133E-2,-7.463375330E-1,-2.642631531E-2,7.515847886E-1
9.213689844E0,-3.184591234E-2,-6.059097052E-1,-3.414831161E-1,6.962409436E-1
9.218243177E0,-1.215925813E-1,-4.608404338E-1,-6.680774689E-1,8.206620289E-1
9.222795781E0,-1.988697052E-1,-3.438700140E-1,-9.799289703E-1,1.057381924E0
9.227349166E0,-1.847626269E-1,-2.591394484E-1,-1.234062195E0,1.274441047E0
9.231903281E0,-1.606843621E-1,-1.823820174E-1,-1.435343742E0,1.455779627E0
9.236456666E0,-9.584563226E-2,-1.110361069E-1,-1.538435936E0,1.545412738E0
9.241009219E0,-3.358156979E-2,-3.326642513E-2,-1.603206635E0,1.603903329E0
9.245562656E0,-1.028214395E-2,-3.889620304E-3,-1.615361214E0,1.615398620E0
9.250116719E0,4.841819406E-3,3.667291999E-2,-1.570178986E0,1.570614655E0
9.254670104E0,4.191681743E-3,6.894907355E-2,-1.513119698E0,1.514695601E0
9.259222656E0,-2.432794869E-2,8.049479127E-2,-1.386823654E0,1.389370760E0
9.263776094E0,-5.684134364E-2,8.039006591E-2,-1.251105309E0,1.254973304E0
9.268330208E0,-6.472466886E-2,5.608484149E-2,-1.125069618E0,1.128324616E0
9.272883541E0,-8.880861104E-2,-2.394318581E-3,-9.752244949E-1,9.792627419E-1
9.277436146E0,-1.028968915E-1,-5.232405663E-2,-8.661079407E-1,8.737668694E-1
9.281989531E0,-1.117929965E-1,-1.178907752E-1,-7.928705215E-1,8.093451507E-1
9.286543646E0,-1.155062020E-1,-1.872373521E-1,-7.721834183E-1,8.029114149E-1
9.291097031E0,-1.018677652E-1,-2.624092400E-1,-7.561922073E-1,8.068843196E-1
9.295649583E0,-4.938811064E-2,-3.385644853E-1,-7.377138138E-1,8.131954053E-1
9.300203021E0,1.308959723E-2,-4.511626959E-1,-7.263088226E-1,8.551278393E-1
9.304757135E0,1.285226047E-1,-5.590342283E-1,-6.670093536E-1,8.797379190E-1
9.309310469E0,2.443371713E-1,-6.856392622E-1,-6.315774918E-1,9.636866603E-1
9.313863073E0,3.535960913E-1,-7.946133614E-1,-5.554742813E-1,1.031984625E0
9.318416458E0,4.640319049E-1,-8.952128887E-1,-4.794034958E-1,1.116494262E0
9.322970573E0,5.905976295E-1,-9.537720084E-1,-3.794956207E-1,1.184273419E0
9.327523958E0,6.481442451E-1,-9.896906614E-1,-3.083829880E-1,1.222570503E0
9.332076510E0,6.592067480E-1,-9.792609215E-1,-1.824283600E-1,1.194481308E0
9.336629948E0,6.126005650E-1,-9.442102909E-1,-1.283979416E-1,1.132827682E0
9.341184010E0,5.305116773E-1,-9.038997293E-1,-6.737422943E-2,1.050245994E0
9.345737396E0,4.303170443E-1,-8.537031412E-1,-6.154155731E-2,9.580027010E-1
9.350289948E0,3.649386168E-1,-7.986201048E-1,-9.651756287E-2,8.833401982E-1
9.354843385E0,2.844687104E-1,-7.719897032E-1,-2.153043747E-1,8.504390177E-1
9.359397500E0,2.006976008E-1,-7.400780916E-1,-3.963012695E-1,8.631626758E-1
9.363950833E0,1.038872004E-1,-7.358790636E-1,-6.036005020E-1,9.574153293E-1
9.368503437E0,1.299691200E-2,-7.087716460E-1,-8.682460785E-1,1.120882429E0
9.373056823E0,-3.647422791E-2,-6.247603893E-1,-1.106526375E0,1.271242122E0
9.377610937E0,-4.268592596E-2,-5.576714277E-1,-1.318459511E0,1.432185390E0
9.382164323E0,-8.266770840E-2,-5.000988841E-1,-1.492100716E0,1.575848149E0
9.386716875E0,-1.016329527E-1,-4.185231626E-1,-1.639427185E0,1.695055276E0
9.391270312E0,-1.047051847E-1,-3.322733045E-1,-1.724586487E0,1.759422427E0
9.395824427E0,-1.279603243E-1,-1.961897314E-1,-1.788250923E0,1.803525885E0
9.400377760E0,-1.264640987E-1,-1.107797921E-1,-1.787387848E0,1.795277318E0
9.404930364E0,-8.161830902E-2,-5.965846777E-2,-1.729197502E0,1.732150306E0
9.409483750E0,-4.642742872E-2,-3.317612410E-2,-1.668692589E0,1.669667966E0
9.414037864E0,7.638305426E-3,-2.669990063E-2,-1.613022804E0,1.613261850E0
9.418591250E0,4.948437214E-2,-1.654088497E-2,-1.583677292E0,1.584536547E0
9.423143802E0,1.029669940E-1,2.802655101E-2,-1.511297226E0,1.515060063E0
9.427697239E0,1.223863959E-1,2.766019106E-2,-1.360059738E0,1.365835278E0
9.432251302E0,1.576308906E-1,6.305821240E-2,-1.185004234E0,1.197104369E0
9.436804687E0,1.558703780E-1,8.109693229E-2,-1.038719177E0,1.053475114E0
9.441357239E0,1.360418797E-1,9.797187150E-2,-9.116020203E-1,9.268894885E-1
9.445910677E0,1.123403311E-1,1.014114618E-1,-7.868986130E-1,8.013201992E-1
9.450464791E0,1.278379858E-1,6.247979403E-2,-6.502780914E-1,6.656634821E-1
9.455018125E0,1.465228796E-1,2.874302864E-2,-5.854043961E-1,6.041468554E-1
9.459570729E0,1.613867283E-1,-4.578128457E-3,-4.918346405E-1,5.176562073E-1
9.464124114E0,1.724911928E-1,-5.426002666E-2,-4.580392838E-1,4.924401969E-1
9.468678229E0,1.966250837E-1,-8.915577829E-2,-4.098711014E-1,4.632542456E-1
9.473231614E0,1.884776950E-1,-9.505948424E-2,-3.736457825E-1,4.291518587E-1
9.477784166E0,1.649879515E-1,-7.673025876E-2,-3.421878815E-1,3.875578705E-1
9.482337604E0,1.335694492E-1,-5.325654522E-2,-3.083343506E-1,3.402162975E-1
9.486891719E0,9.918147326E-2,-3.187153116E-2,-3.198928833E-1,3.364286194E-1
9.491445052E0,6.677570939E-2,-1.501262933E-2,-3.266277313E-1,3.337215145E-1
9.495997656E0,3.385064006E-2,2.329014242E-3,-3.715591431E-1,3.731051955E-1
9.500551041E0,4.353624582E-2,3.004761785E-2,-3.853359222E-1,3.889499158E-1
9.505105156E0,5.737572908E-2,1.110828668E-2,-4.492521286E-1,4.530373532E-1
9.509658541E0,4.679849744E-2,1.287798584E-2,-5.058917999E-1,5.082149694E-1
9.514211094E0,6.219032407E-2,9.541474283E-3,-5.863418579E-1,5.897079366E-1
9.518764531E0,9.167939425E-2,2.539170533E-2,-6.475610733E-1,6.545114160E-1
9.523318594E0,1.090723574E-1,8.235616982E-2,-7.015323639E-1,7.147216070E-1
9.527871979E0,7.648253441E-2,1.638217270E-1,-7.411079407E-1,7.628421305E-1
9.532424583E0,4.466107488E-2,2.794252038E-1,-7.950048447E-1,8.438635904E-1
9.536977969E0,-2.898633480E-3,3.908804655E-1,-7.986841202E-1,8.892087855E-1
9.541532083E0,-1.104244590E-2,4.813498259E-1,-7.569980621E-1,8.971430524E-1
9.546085469E0,-1.566442847E-2,5.481850505E-1,-7.273530960E-1,9.109307055E-1
9.550638021E0,1.674601436E-2,5.891327858E-1,-7.336387634E-1,9.410545699E-1
9.555191458E0,2.389520407E-3,6.016633511E-1,-7.017173767E-1,9.243439698E-1
9.559745521E0,5.905032158E-3,6.096582413E-1,-7.081136703E-1,9.344212170E-1
9.564298906E0,2.232530713E-2,5.773259997E-1,-7.193136215E-1,9.226135786E-1
9.568851458E0,4.890784621E-2,5.668576360E-1,-7.137928009E-1,9.128086982E-1
9.573404896E0,3.762301803E-2,5.472133160E-1,-7.059068680E-1,8.939588418E-1
9.577959010E0,1.308917999E-4,5.351378918E-1,-6.932525635E-1,8.757692031E-1
9.582512344E0,-1.737922430E-3,5.065048337E-1,-6.614875793E-1,8.331362341E-1
9.587064948E0,-3.283244371E-2,4.873461723E-1,-6.010627747E-1,7.745067593E-1
9.591618333E0,-3.120198846E-2,4.558090568E-1,-5.287342072E-1,6.987813121E-1
9.596172448E0,-4.968652129E-2,4.141321182E-1,-3.967094421E-1,5.756322986E-1
9.600725833E0,-5.758327246E-2,3.644398749E-1,-3.030357361E-1,4.774546188E-1
9.605278385E0,-3.823019564E-2,3.234694004E-1,-2.333230972E-1,4.006665304E-1
9.609831823E0,-4.429057240E-2,2.910378575E-1,-1.731977463E-1,3.415584117E-1
9.614385937E0,2.242094278E-2,2.480101138E-1,-1.178712845E-1,2.755092647E-1
9.618939271E0,4.966330528E-2,2.470827103E-1,-4.583358765E-2,2.561582077E-1
9.623491875E0,6.622314453E-2,2.142812163E-1,7.045745850E-3,2.243915931E-1
9.628045260E0,9.151417017E-2,1.953209490E-1,8.379745483E-2,2.314025278E-1
9.632599375E0,6.588995457E-2,1.425573826E-1,1.270313263E-1,2.019927011E-1
9.637152760E0,6.332936883E-2,8.907535672E-2,1.737756729E-1,2.052876339E-1
9.641705312E0,3.918507695E-2,5.024515092E-2,2.201499939E-1,2.291856567E-1
9.646258750E0,7.684835792E-2,-2.134723961E-2,2.661476135E-1,2.778415501E-1
9.650812812E0,8.347937465E-2,-8.723874390E-2,3.354902267E-1,3.565572839E-1
9.655366198E0,8.543461561E-2,-1.876427829E-1,3.615360260E-1,4.161936876E-1
9.659918750E0,9.709653258E-2,-2.461160272E-1,3.731107712E-1,4.573975110E-1
9.664472187E0,8.317050338E-2,-2.937418222E-1,3.893003464E-1,4.947285624E-1
9.669026302E0,8.685255051E-2,-3.330297768E-1,3.981904984E-1,5.263153719E-1
9.673579635E0,4.889231920E-2,-3.237575889E-1,4.283075333E-1,5.391259392E-1
9.678132239E0,6.708601117E-2,-3.232691288E-1,4.438743591E-1,5.531978934E-1
9.682685625E0,3.655713797E-2,-3.361790776E-1,4.497528076E-1,5.626991954E-1
9.687239739E0,3.595966101E-2,-3.482429683E-1,4.080629349E-1,5.376631111E-1
9.691793125E0,7.194176316E-2,-3.711649776E-1,3.809013367E-1,5.366795004E-1
9.696345677E0,8.481931686E-2,-4.024248421E-1,3.491659164E-1,5.394969020E-1
9.700899114E0,8.421921730E-2,-4.516063929E-1,2.915439606E-1,5.440947450E-1
9.705453229E0,2.781718969E-2,-4.451077580E-1,2.485857010E-1,5.105776758E-1
9.710006562E0,-2.686446905E-2,-3.718554080E-1,2.106819153E-1,4.282347645E-1
9.714559166E0,-1.273569018E-1,-2.635738850E-1,1.754283905E-1,3.412712901E-1
9.719112552E0,-2.616319358E-1,-6.851345301E-2,1.499328613E-1,3.092332873E-1
9.723666666E0,-4.228962064E-1,1.769547760E-1,1.388845444E-1,4.790022033E-1
9.728220052E0,-5.262743235E-1,3.967494369E-1,5.913734436E-2,6.617189771E-1
9.732772604E0,-5.253359079E-1,5.371565819E-1,-4.365062714E-2,7.526090531E-1
9.737326041E0,-4.190098643E-1,5.160460472E-1,-1.384315491E-1,6.789963792E-1
9.741880156E0,-2.511030734E-1,4.179643393E-1,-1.635770798E-1,5.142999158E-1
9.746433489E0,-4.116332531E-2,2.579930127E-1,-1.576375961E-1,3.051301782E-1
9.750986094E0,1.653184891E-1,1.268054992E-1,-1.184949875E-1,2.396891727E-1
9.755539479E0,3.374634683E-1,1.466563344E-2,-2.506351471E-2,3.387105741E-1
9.760093594E0,4.422186017E-1,-5.028153211E-2,5.340385437E-2,4.482605223E-1
9.764646979E0,4.824030697E-1,-5.679873377E-2,2.190828323E-1,5.328565522E-1
9.769199531E0,4.513740242E-1,-7.921238989E-2,3.502407074E-1,5.767856322E-1
9.773752969E0,4.069404304E-1,-9.890131652E-2,4.566631317E-1,6.196153647E-1
9.778307031E0,3.542329371E-1,-1.113163754E-1,6.002502441E-1,7.058134773E-1
9.782860416E0,3.172681034E-1,-1.429549158E-1,7.118806839E-1,7.923820199E-1
9.787413021E0,3.033060133E-1,-2.081122994E-1,8.463888168E-1,9.228647226E-1
9.791966406E0,3.220262825E-1,-3.066688776E-1,9.442520142E-1,1.043723428E0
9.796520521E0,3.615653217E-1,-4.265809953E-1,1.015257835E0,1.159072603E0
9.801073906E0,4.010091126E-1,-5.584005117E-1,1.052481651E0,1.257114580E0
9.805626458E0,4.646449983E-1,-6.927503347E-1,1.068044662E0,1.355181686E0
9.810179896E0,4.825780690E-1,-7.804937959E-1,1.057734489E0,1.400305113E0
9.814733958E0,4.594196379E-1,-8.478454351E-1,9.947872162E-1,1.385463782E0
9.819287344E0,4.242434502E-1,-8.755776882E-1,9.437685013E-1,1.355476956E0
9.823839896E0,3.582311869E-1,-8.588822484E-1,8.209981918E-1,1.240986032E0
9.828393333E0,2.997732162E-1,-8.238070607E-1,6.695709229E-1,1.103108007E0
9.832947448E0,2.463057041E-1,-7.630248666E-1,5.229854584E-1,9.572811690E-1
9.837500833E0,1.880964041E-1,-6.690652370E-1,3.621253967E-1,7.836857480E-1
9.842053385E0,8.680135012E-2,-5.821515918E-1,1.774568558E-1,6.147567697E-1
9.846606771E0,1.161181927E-2,-4.660469294E-1,-1.424884796E-2,4.664092670E-1
9.851160885E0,-4.006361961E-2,-3.421365321E-1,-1.747331619E-1,3.862566220E-1
9.855714271E0,-7.576635480E-2,-2.364584506E-1,-3.231287003E-1,4.075110996E-1
9.860266823E0,-8.811438084E-2,-1.218997985E-1,-4.063386917E-1,4.332837839E-1
9.864820260E0,-9.020921588E-2,-5.258818343E-2,-4.295434952E-1,4.420529764E-1
9.869374375E0,-5.676349998E-2,1.427368820E-2,-4.738864899E-1,4.774874222E-1
9.873927708E0,-1.468294859E-2,3.090349585E-2,-4.442548752E-1,4.455704312E-1
9.878480312E0,-8.016824722E-5,3.799550235E-2,-4.314212799E-1,4.330911975E-1
9.883033698E0,3.925633430E-2,4.483898729E-2,-4.210014343E-1,4.251985445E-1
9.887587812E0,5.091577768E-2,2.273254842E-2,-3.868818283E-1,3.908794370E-1
9.892141198E0,5.874237418E-2,4.303856939E-2,-3.340072632E-1,3.418535313E-1
9.896693750E0,5.299884081E-2,4.110956192E-2,-2.601509094E-1,2.686584614E-1
9.901247187E0,3.600722551E-2,2.668058872E-2,-1.987066269E-1,2.036975642E-1
9.905801302E0,2.193343639E-2,-2.398096025E-2,-1.400747299E-1,1.437953130E-1
9.910354635E0,-1.048851013E-2,-7.723736018E-2,-8.898258209E-2,1.182942034E-1
9.914907239E0,7.824152708E-3,-1.593812108E-1,-4.537391663E-2,1.658987041E-1
9.919460625E0,1.729542017E-2,-2.249142528E-1,2.640247345E-2,2.271181262E-1
9.924014739E0,3.715223074E-2,-3.285436630E-1,8.576774597E-2,3.415806391E-1
9.928568125E0,3.917172551E-2,-4.462172985E-1,9.722137451E-2,4.583626263E-1
9.933120677E0,5.722612143E-2,-5.302432775E-1,1.299581528E-1,5.489279405E-1
9.937674114E0,7.739156485E-2,-6.069338322E-1,1.363248825E-1,6.268513417E-1
9.942228229E0,8.343341947E-2,-6.337414980E-1,1.331329346E-1,6.529271016E-1
9.946781562E0,9.722098708E-2,-6.633331776E-1,1.655273438E-1,6.905520446E-1
9.951334166E0,1.307798028E-1,-6.695203781E-1,1.548948288E-1,6.995379200E-1
9.955887552E0,1.412898004E-1,-6.597235203E-1,1.253156662E-1,6.862229573E-1
9.960441666E0,1.457221508E-1,-6.742473841E-1,6.982421875E-2,6.933396727E-1
9.964995052E0,1.490429044E-1,-6.510788202E-1,-4.222106934E-2,6.692533423E-1
9.969547604E0,1.584909260E-1,-6.119454503E-1,-1.534042358E-1,6.504840254E-1
9.974101041E0,1.670642197E-1,-5.687322617E-1,-2.850990295E-1,6.577600593E-1
9.978655104E0,1.793486178E-1,-5.261632800E-1,-3.872919083E-1,6.775018422E-1
9.983208489E0,1.787012815E-1,-4.509564042E-1,-4.863309860E-1,6.868869299E-1
9.987761041E0,1.674328446E-1,-4.096609354E-1,-5.917215347E-1,7.389115063E-1
9.992314479E0,1.551237702E-1,-3.401331306E-1,-7.034072876E-1,7.965775184E-1
9.996868594E0,1.157332659E-1,-2.590558529E-1,-8.403158188E-1,8.869243480E-1
1.000142198E1,8.502006531E-2,-1.593492180E-1,-9.713830948E-1,9.880312250E-1
1.000597453E1,5.109816790E-2,-6.501336396E-2,-1.044456482E0,1.047724727E0
1.001052797E1,3.281018138E-2,3.811578453E-2,-1.140686035E0,1.141794181E0
1.001508203E1,1.776632667E-2,1.428898275E-1,-1.210029602E0,1.218566692E0
1.001963542E1,-2.292859554E-2,2.184460908E-1,-1.297775269E0,1.316231386E0
1.002418797E1,-5.154082179E-2,2.627058327E-1,-1.370529175E0,1.396431534E0
1.002874141E1,-8.489060402E-2,3.280674815E-1,-1.445023537E0,1.484226300E0
1.003329552E1,-1.160970330E-1,3.596667051E-1,-1.478524208E0,1.526064381E0
1.003784885E1,-1.074904501E-1,4.098222852E-1,-1.502212524E0,1.560817405E0
1.004240146E1,-9.538036585E-2,4.332892299E-1,-1.506666183E0,1.570630434E0
1.004695484E1,-7.548382878E-2,4.538528025E-1,-1.475424767E0,1.545496172E0
1.005150896E1,-6.701061130E-2,4.288197160E-1,-1.456242561E0,1.519545711E0
1.005606234E1,-6.569191813E-2,4.328279495E-1,-1.421128273E0,1.487030945E0
1.006061490E1,-2.334836125E-2,4.434309900E-1,-1.362090111E0,1.432642893E0
1.006516833E1,-9.277909994E-3,4.292218685E-1,-1.305455208E0,1.374238259E0
1.006972245E1,1.506963372E-2,4.283000231E-1,-1.220154762E0,1.293230702E0
1.007427578E1,1.166886091E-2,4.140914083E-1,-1.142081261E0,1.214889897E0
1.007882839E1,-4.801154137E-5,4.009509683E-1,-1.059281349E0,1.132624677E0
